filepath,line_count,topic,summary,utility
archived-docs/pre202602/ARCHIVE/pre154/v151-RESEARCH-10x-ingestion-optimization-v2.md,373,research,Research v2: 10x Ingestion Speed Optimization (Rubber Duck Debugged),HIGH
archived-docs/pre202602/ARCHIVE/pre154/v151-RESEARCH-10x-ingestion-optimization.md,408,research,Research: 10x Ingestion Speed Optimization,HIGH
archived-docs/pre202602/ARCHIVE/pre154/v151-SPEC-rust-ruby-edge-persistence.md,778,spec,SPEC: Rust/Ruby Edge Persistence Bug Investigation,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v151-TDD-PROGRESS.md,1338,TDD journal,TDD Session State: v1.5.1 Bug Fixes,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v151-TDD-SPEC-key-sanitization-qualified-names.md,1665,TDD journal,TDD Specification: ISGL1 Key Format Sanitization for Qualified Names,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v151-primary-PRD.md,1599,PRD,Product Requirements Document: v1.5.1 Bug Fixes,HIGH
archived-docs/pre202602/ARCHIVE/pre154/v152-ASYNC-PIPELINE-ARCHITECTURE-DIAGRAMS.md,664,architecture,v152 Async Pipeline Architecture Diagrams,HIGH
archived-docs/pre202602/ARCHIVE/pre154/v152-ASYNC-PIPELINE-RUBBER-DUCK-ANALYSIS.md,910,CozoDB queries,v152 Async Pipeline Rubber Duck Debugging Analysis,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v152-ASYNC-PIPELINE-SUMMARY.md,444,implementation plan,v152 Async Pipeline Research Summary,HIGH
archived-docs/pre202602/ARCHIVE/pre154/v152-DATABASE-ALTERNATIVES-RESEARCH.md,903,research,v152 Database Alternatives Research,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v152-INDEX.md,340,implementation plan,v152 Documentation Index,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v152-OPTION3-ASYNC-PIPELINE-RESEARCH.md,486,research,V152 Option 3: Async Pipeline Research Document,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v152-PIPELINE-OPTIMIZATION-POV.md,249,API design,Pipeline Optimization POV: Three-Stage Ingestion Architecture,HIGH
archived-docs/pre202602/ARCHIVE/pre154/v152-README.md,427,architecture,v152 Async Pipeline Research - README,MEDIUM
archived-docs/pre202602/ARCHIVE/pre154/v153-PRD-WRITE-QUEUE-MAXIMUM-SPEED.md,812,PRD,v153-PRD-WRITE-QUEUE-MAXIMUM-SPEED.md,HIGH
archived-docs/pre202602/ARCHIVE/pre175/DECISION-v173-pt02-pt03-endpoint-selection.md,312,decision log,DECISION: v1.7.3 — Which Endpoints Should pt02/pt03 Support?,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/PRD-v165.md,1268,PRD,PRD: Ingestion Diagnostics Coverage Report (v1.6.5),HIGH
archived-docs/pre202602/ARCHIVE/pre175/RESEARCH-v173-serialization-formats.md,259,research,RESEARCH: v1.7.3 — Serialization Format Analysis for pt02/pt03,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/SPEC-v169-sled-on-windows.md,501,spec,SPEC-v169-sled-on-windows.md,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/SPEC-v172-windows-mem-backup.md,172,spec,SPEC: v1.7.2 — Windows In-Memory Ingestion with SQLite Backup,HIGH
archived-docs/pre202602/ARCHIVE/pre175/TDD-SESSION-STATE-v172.md,375,TDD journal,TDD Session State: v1.7.2 Windows mem→SQLite Backup Implementation,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/THESIS-v173-storage-architecture.md,408,thesis,Thesis: Parseltongue Storage Architecture — Beyond CozoDB,HIGH
archived-docs/pre202602/ARCHIVE/pre175/UserJourney20260202v1.md,946,user journey,Parseltongue User Journey - Complete API Testing,HIGH
archived-docs/pre202602/ARCHIVE/pre175/WINDOWS-SPECIFIC-CODE-TO-REMOVE.md,415,spec,Windows-Specific Code to Remove for v1.7.2,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v154-PRD-RAYON-SLED-PARALLEL-INGESTION.md,932,PRD,v154 PRD: Rayon + Sled Parallel Ingestion,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v154-RCA-ENDPOINT-ISSUES.md,633,RCA,Root Cause Analysis: HTTP Endpoint Issues,LOW
archived-docs/pre202602/ARCHIVE/pre175/v154-RELEASE-CHECKLIST.md,106,release notes,v1.5.4 Release Checklist,OBSOLETE
archived-docs/pre202602/ARCHIVE/pre175/v154-TDD-PROGRESS.md,540,TDD journal,v154 TDD Progress Journal: Rayon + Sled Parallel Ingestion,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v154-rayon-sled-parallel-ingestion.md,325,implementation plan,v1.5.4: Rayon + Sled Parallel Ingestion,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v155-PRD-p1.md,771,PRD,v1.5.5 PRD Part 1: SQL Support Research,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v155-PRD-p2-CODEBASE-ANALYSIS.md,608,PRD,v1.5.5 PRD Part 2: Codebase Analysis for SQL Support,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v155-RCA_01.md,259,RCA,v155-RCA_01: CozoDB Query Syntax Error - Generic Type Parameters in ISGL1 Keys,LOW
archived-docs/pre202602/ARCHIVE/pre175/v155-SPEC-GENERIC-TYPE-SANITIZATION.md,838,spec,v155-SPEC: Generic Type Parameter Sanitization for ISGL1 Keys,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v156-PRD-final.md,1032,PRD,v1.5.6 PRD: SQL Language Support + Generic Type Sanitization,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v156-RELEASE-CHECKLIST.md,339,release notes,v1.5.6 Release Checklist,OBSOLETE
archived-docs/pre202602/ARCHIVE/pre175/v160-PRD-7-GRAPH-ANALYSIS-FEATURES.md,2786,PRD,PRD: Parseltongue v1.6.0 - Seven Mathematical Graph Analysis Features,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v160-development-journal.md,224,release notes,Parseltongue v1.6.0 Development Journal,OBSOLETE
archived-docs/pre202602/ARCHIVE/pre175/v160-release-dryrun-20260208223938.md,88,release notes,Parseltongue v1.6.0 Release Dry Run Report,OBSOLETE
archived-docs/pre202602/ARCHIVE/pre175/v161-PRD-ingestion-coverage-report.md,1059,PRD,PRD: Ingestion Coverage Report (v1.6.1),HIGH
archived-docs/pre202602/ARCHIVE/pre175/v161-release-dryrun-20260209081044.md,95,release notes,Parseltongue v1.6.1 Release Dry Run Report,OBSOLETE
archived-docs/pre202602/ARCHIVE/pre175/v162-dependency-graph-export-plan.md,179,implementation plan,Plan: Dependency Graph Export Endpoints (v1.6.2),MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v162-ingestion-error-logging-plan.md,162,implementation plan,Plan: Ingestion Error Logging (v1.6.2),HIGH
archived-docs/pre202602/ARCHIVE/pre175/v165-TDD-PROGRESS.md,488,TDD journal,v1.6.5 TDD Progress Journal: Comprehensive Capability Testing,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v165-executive-implementation-specs.md,1377,spec,v1.6.5 Executive Implementation Specifications,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v165-wave2-implementation-guide.md,104,implementation plan,v1.6.5 Wave 2 Implementation Guide,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v165-wave2-wave3-completion-plan.md,246,implementation plan,v1.6.5 Waves 2 & 3 Implementation Completion Plan,HIGH
archived-docs/pre202602/ARCHIVE/pre175/v170-SPEC-concurrent-batch-insertion.md,811,spec,v1.7.0 SPEC: Concurrent Batch Insertion with tokio::join!,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v170-SPEC-rocksdb-windows-75mb-write-stall-fix.md,1200,spec,v1.7.0 SPEC: RocksDB Windows 75MB Write Stall Fix,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v172-STARTING-STATE-SNAPSHOT.md,458,implementation plan,v1.7.2 Starting State Snapshot,MEDIUM
archived-docs/pre202602/ARCHIVE/pre175/v175-Shreyas-Doshi-Critique.md,288,CozoDB queries,v1.7.5 — Shreyas Doshi Critique of v1.7.3 Research Docs,MEDIUM
archived-docs/pre202602/ARCHIVE/specs/ingestion-error-logging-spec.md,727,spec,Ingestion Error Logging Specification,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/CRITICAL-BUGS-ANALYSIS-v143.md,648,implementation plan,CRITICAL BUGS ANALYSIS - Parseltongue v1.4.3,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/FINAL_TEST_SUMMARY.md,148,implementation plan,FINAL TEST SUMMARY - File Watcher Live Dependency Graph,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/File-Watcher-Debug-20260202.md,514,file watching,File Watcher Debugging Report - 2026-02-02,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/ISGL1-v2-Stable-Entity-Identity.md,1108,architecture,ISGL1 v2: Stable Entity Identity Architecture,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRD-candidates-20260131v2.md,912,PRD,Parseltongue v2: LLM-Powered Workflow PMF Analysis,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRD-candidates-20260131v3.md,1162,PRD,Parseltongue v2: Bidirectional LLM-CPU Feature Workflows,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRD-candidates-20260131v4.md,1164,PRD,PRD-v146: Bidirectional LLM-CPU Enhancement Suite,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRD-v3-backlog.md,247,PRD,Parseltongue v3 Backlog,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRD146.md,260,PRD,PRD146: v1.4.6 Critical Bug Fixes + ISGL1 v2 Foundation,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/PRDv146.md,154,PRD,From v143 we are now going to ship v145,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/Pr-V200-Notes01.md,337,API design,What I Understand: The Big Picture,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/QUICK_IMPLEMENTATION_GUIDE.md,549,CozoDB queries,Quick Implementation Guide: Fix Stubbed Reindex,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/RCA-Incremental-Indexing-Failure.md,972,RCA,Root Cause Analysis: Parseltongue Incremental Indexing Failure,LOW
archived-docs/pre202602/ARCHIVE/unclassified/REINDEX_ARCHITECTURE_DIAGRAM.md,681,architecture,Incremental Reindex Architecture - Visual Reference,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/REINDEX_IMPLEMENTATION_SPECS.md,1651,spec,Rubber-Duck Debugging: Incremental Reindex Implementation Specs,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/RELEASE_CHECKLISTS_COMPILATION.md,466,release notes,Release Checklists Compilation,OBSOLETE
archived-docs/pre202602/ARCHIVE/unclassified/RUBBER_DUCK_SUMMARY.md,488,debugging,Rubber-Duck Debugging Summary: Incremental Reindex Implementation,LOW
archived-docs/pre202602/ARCHIVE/unclassified/TDD_COMPREHENSIVE_TESTING_PLAN_V160.md,691,TDD journal,Comprehensive TDD Testing Plan: v1.6.0 + v1.6.5 Features,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/TDD_GREEN_PHASE_COMPLETE.md,185,TDD journal,TDD GREEN Phase Complete - External Dependency Placeholder Creation,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/TDD_v173_Slim_Snapshot_Tasks.md,550,TDD journal,TDD Task Tracking: v1.7.3 Slim Graph Snapshots,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/Test-Plan-Incremental-Reindex-20260202.md,671,implementation plan,Test Plan: ISGL1 v2 Incremental Reindex Feature,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/Testing-Journal-ISGL1v2-FileWatcher-20260202.md,771,file watching,Testing Journal: ISGL1 v2 + File Watcher Lifetime Fix,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/V145-BUG3-NULL-KEYS-ARCHITECTURE.md,1102,architecture,Architecture Design: Fix Data Quality Corruption in Parseltongue v1.4.5,HIGH
archived-docs/pre202602/ARCHIVE/unclassified/final_comprehensive_test_report.md,327,implementation plan,Final Comprehensive Test Report: File Watcher + Live Dependency Graph,MEDIUM
archived-docs/pre202602/ARCHIVE/unclassified/v1.4.6-File-Watcher-Lifetime-Fix.md,347,release notes,v1.4.6 File Watcher Lifetime Fix,OBSOLETE
archived-docs/pre202602/ARCHIVE/v199-docs/RESEARCH-isgl1v3-exhaustive-graph-identity.md,345,research,RESEARCH: isgl1v3-exhaustive-graph-identity,MEDIUM
archived-docs/pre202602/ARCHIVE/v199-docs/RESEARCH-v173-pt04-storage-architecture.md,412,research,RESEARCH: pt04 Storage Architecture — What Goes Beyond CozoDB,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/THESIS-taint-analysis-for-parseltongue.md,786,thesis,Structural Taint Analysis via Tree-Sitter + Datalog Graph Reachability,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/unstructured-CR-context-20260214.md,27893,research,Unstructured CR Context Dump — 2026-02-14,MEDIUM
archived-docs/pre202602/ARCHIVE/v199-docs/v173-CR-Shreyas-Feedback-01.md,527,graph algorithms,Shreyas Doshi Evaluation: FEATURE-MATRIX-COMPARISON.md,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/v173-bugs01-COVERAGE-REPORTING-BUG-ISSUES.md,74,CozoDB queries,Coverage Reporting Bug Issues,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/v173-z3-tradeoff-analysis.md,236,CozoDB queries,v173-z3-tradeoff-analysis: Why Parseltongue Skips Z3,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/v173_backlog.md,359,architecture,v1.7.3 Backlog — Deferred Ideas & Future Enhancements,HIGH
archived-docs/pre202602/ARCHIVE/v199-docs/v199-architecture-opinion-analysis.md,412,architecture,v200-architecture-opinion-analysis: rust-llm v2.0.0 ELI5 + Opinion,HIGH
archived-docs/pre202602/index.md,412,architecture,docs-index,HIGH
archived-docs/pre202602/prep-v256/GITNEXUS-DEEP-ANALYSIS.md,787,workflow,GitNexus Deep Analysis for Parseltongue v2.0.0,HIGH
archived-docs/pre202602/prep-v256/MOMENT-TO-MOMENT-UX-BLUEPRINT.md,569,code analysis,Moment-to-Moment UX Blueprint,HIGH
archived-docs/pre202602/prep-v256/RUSTC-TOOL-ECOSYSTEM-ANALYSIS.md,461,architecture,Rust Compiler Tool Ecosystem: Comprehensive Use Case Analysis,HIGH
archived-docs/pre202602/prep-v256/UX-BLUEPRINT-COMPILER-MAPPING.md,766,code analysis,UX Blueprint → Compiler Data Mapping,MEDIUM
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/01-AMP-SOURCEGRAPH.md,1218,graph algorithms,Sourcegraph Amp/Cody Competitive Intelligence,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/02-AIDER.md,881,research,Aider Competitive Intelligence Analysis,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/03-OPENHANDS.md,927,architecture,OpenHands Deep Source Analysis,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/04-CONTINUE-DEV.md,1468,architecture,Continue.dev Deep Source Analysis: Competitive Intelligence for Parseltongue,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/05-PARSELTONGUE-LEARNINGS-v1.7.2.md,410,release notes,Parseltongue Learnings from Sourcegraph,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/06-LUCENE-ES-FOR-DATA-FLOW-ANALYSIS.md,531,CozoDB queries,Can Lucene/Elasticsearch Help with Data Flow/Control Flow Analysis?,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/06-PARSELTONGUE-EXISTING-TOOLS-RESEARCH.md,408,research,Parseltongue Competitive Research: Existing Tools in the Space,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-competitive-intel-2026/07-ARCHITECTURE-RUBBER-DUCK-DEBUG.md,522,architecture,Parseltongue Architecture Options: Rubber Duck Debug Session,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-conversational-mcp-simulation.md,960,MCP research,Parseltongue Conversational MCP - Moment to Moment Simulation,HIGH
archived-docs/pre202602/prep-v256/active-reference/parseltongue-plugin-simulation.md,289,implementation plan,Parseltongue Plugin Simulation,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/.codex/INSTALL.md,67,code analysis,Installing Superpowers for Codex,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/.opencode/INSTALL.md,119,code analysis,Installing Superpowers for OpenCode,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/README.md,157,architecture,Superpowers,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/RELEASE-NOTES.md,802,release notes,Superpowers Release Notes,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/TRACKER.md,189,code analysis,Exploration State: 2026-03-02,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/agents/code-reviewer.md,48,agent config,name: code-reviewer,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/commands/brainstorm.md,6,design doc,"description: 'You MUST use this before any creative work - creating features, building components, adding functionali...",HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/commands/execute-plan.md,6,implementation plan,description: Execute plan in batches with review checkpoints,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/commands/write-plan.md,6,implementation plan,description: Create detailed implementation plan with bite-sized tasks,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/README.codex.md,120,architecture,Superpowers for Codex,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/README.opencode.md,330,architecture,Superpowers for OpenCode,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/plans/2025-11-22-opencode-support-design.md,294,implementation plan,OpenCode Support Design,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/plans/2025-11-22-opencode-support-implementation.md,1095,implementation plan,OpenCode Support Implementation Plan,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/plans/2025-11-28-skills-improvements-from-user-feedback.md,711,implementation plan,Skills Improvements from User Feedback,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/testing.md,303,code analysis,Testing Superpowers Skills,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/docs/windows/polyglot-hooks.md,212,code analysis,Cross-Platform Polyglot Hooks for Claude Code,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/brainstorming/SKILL.md,96,design doc,name: brainstorming,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/dispatching-parallel-agents/SKILL.md,180,agent config,name: dispatching-parallel-agents,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/executing-plans/SKILL.md,84,implementation plan,name: executing-plans,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/finishing-a-development-branch/SKILL.md,200,implementation plan,name: finishing-a-development-branch,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/receiving-code-review/SKILL.md,213,implementation plan,name: receiving-code-review,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/requesting-code-review/SKILL.md,105,implementation plan,name: requesting-code-review,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/requesting-code-review/code-reviewer.md,146,architecture,Code Review Agent,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/subagent-driven-development/SKILL.md,242,agent config,name: subagent-driven-development,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/subagent-driven-development/code-quality-reviewer-prompt.md,20,agent config,Code Quality Reviewer Prompt Template,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/subagent-driven-development/implementer-prompt.md,78,agent config,Implementer Subagent Prompt Template,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/subagent-driven-development/spec-reviewer-prompt.md,61,agent config,Spec Compliance Reviewer Prompt Template,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/CREATION-LOG.md,119,debugging,Creation Log: Systematic Debugging Skill,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/SKILL.md,296,debugging,name: systematic-debugging,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/condition-based-waiting.md,115,debugging,Condition-Based Waiting,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/defense-in-depth.md,122,debugging,Defense-in-Depth Validation,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/root-cause-tracing.md,169,RCA,Root Cause Tracing,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/test-academic.md,14,debugging,Academic Test: Systematic Debugging Skill,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/test-pressure-1.md,58,debugging,Pressure Test 1: Emergency Production Fix,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/test-pressure-2.md,68,debugging,Pressure Test 2: Sunk Cost + Exhaustion,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/systematic-debugging/test-pressure-3.md,69,debugging,Pressure Test 3: Authority + Social Pressure,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/test-driven-development/SKILL.md,371,implementation plan,name: test-driven-development,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/test-driven-development/testing-anti-patterns.md,299,idiomatic patterns,Testing Anti-Patterns,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/using-git-worktrees/SKILL.md,218,implementation plan,name: using-git-worktrees,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/using-superpowers/SKILL.md,95,code analysis,name: using-superpowers,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/verification-before-completion/SKILL.md,139,code analysis,name: verification-before-completion,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-plans/SKILL.md,116,implementation plan,name: writing-plans,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-skills/SKILL.md,655,code analysis,name: writing-skills,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-skills/anthropic-best-practices.md,1150,API design,Skill authoring best practices,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-skills/examples/CLAUDE_MD_TESTING.md,189,code analysis,Testing CLAUDE.md Skills Documentation,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-skills/persuasion-principles.md,187,design doc,Persuasion Principles for Skill Design,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/skills/writing-skills/testing-skills-with-subagents.md,384,agent config,Testing Skills With Subagents,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/tests/claude-code/README.md,158,architecture,Claude Code Skills Tests,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/tests/subagent-driven-dev/go-fractals/design.md,81,agent config,Go Fractals CLI - Design,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/tests/subagent-driven-dev/go-fractals/plan.md,172,agent config,Go Fractals CLI - Implementation Plan,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/tests/subagent-driven-dev/svelte-todo/design.md,70,agent config,Svelte Todo List - Design,HIGH
archived-docs/pre202602/prep-v256/active-reference/superpowers-analysis/tests/subagent-driven-dev/svelte-todo/plan.md,222,agent config,Svelte Todo List - Implementation Plan,HIGH
archived-docs/pre202602/prep-v256/competitive-intel/01-AMP-SOURCEGRAPH.md,1218,graph algorithms,Sourcegraph Amp/Cody Competitive Intelligence,MEDIUM
archived-docs/pre202602/prep-v256/competitive-intel/02-AIDER.md,881,research,Aider Competitive Intelligence Analysis,MEDIUM
archived-docs/pre202602/prep-v256/competitive-intel/03-OPENHANDS.md,927,architecture,OpenHands Deep Source Analysis,MEDIUM
archived-docs/pre202602/prep-v256/competitive-intel/04-CONTINUE-DEV.md,1468,architecture,Continue.dev Deep Source Analysis: Competitive Intelligence for Parseltongue,HIGH
archived-docs/pre202602/prep-v256/competitive-intel/05-PARSELTONGUE-LEARNINGS-v1.7.2.md,410,release notes,Parseltongue Learnings from Sourcegraph,OBSOLETE
archived-docs/pre202602/prep-v256/competitive-intel/06-LUCENE-ES-FOR-DATA-FLOW-ANALYSIS.md,531,CozoDB queries,Can Lucene/Elasticsearch Help with Data Flow/Control Flow Analysis?,HIGH
archived-docs/pre202602/prep-v256/competitive-intel/06-PARSELTONGUE-EXISTING-TOOLS-RESEARCH.md,408,research,Parseltongue Competitive Research: Existing Tools in the Space,MEDIUM
archived-docs/pre202602/prep-v256/competitive-intel/07-ARCHITECTURE-RUBBER-DUCK-DEBUG.md,522,architecture,Parseltongue Architecture Options: Rubber Duck Debug Session,HIGH
archived-docs/pre202602/prep-v256/cross-domain/12-social-network-transfer.md,363,graph algorithms,Social Network Analysis Algorithms: Transferable Patterns for Code Analysis,HIGH
archived-docs/pre202602/prep-v256/cross-domain/13-fraud-detection-transfer.md,611,graph algorithms,Fraud Detection Graph Algorithms: Transfer Patterns for Code Analysis,HIGH
archived-docs/pre202602/prep-v256/encyclopedia/01-centrality-algorithms.md,644,graph algorithms,Centrality Algorithms for Code Graphs,HIGH
archived-docs/pre202602/prep-v256/encyclopedia/02-community-detection.md,670,architecture,Community Detection Algorithms for Code Graphs,HIGH
archived-docs/pre202602/prep-v256/encyclopedia/03-traversal-search.md,630,graph algorithms,Graph Traversal & Search Algorithms for Code Graphs,MEDIUM
archived-docs/pre202602/prep-v256/encyclopedia/07-gnn-architectures.md,548,architecture,Graph Neural Network Architectures for Code Graphs,HIGH
archived-docs/pre202602/prep-v256/implementation/16-petgraph-ecosystem.md,447,graph algorithms,petgraph Ecosystem Analysis,MEDIUM
archived-docs/pre202602/prep-v256/implementation/17-performance-optimization.md,1142,graph algorithms,Performance Optimization Strategies for Graph Algorithms at Scale,HIGH
archived-docs/pre202602/prep-v256/root-parseltongue/deep-research-entity-search-context-202602280026.md,338,research,Deep Research: Entity Search & Context Retrieval for LLM Code Understanding,HIGH
archived-docs/pre202602/prep-v256/root-parseltongue/parseltongue-conversational-mcp-simulation.md,960,MCP research,Parseltongue Conversational MCP - Moment to Moment Simulation,MEDIUM
archived-docs/pre202602/prep-v256/root-parseltongue/parseltongue-plugin-simulation.md,289,implementation plan,Parseltongue Plugin Simulation,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/00-README.md,1087,research,Rust-Analyzer Architecture Analysis,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/01-ARCHITECTURE-OVERVIEW.md,248,research,Rust-Analyzer Architecture Overview,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/02-CONTROL-FLOW.md,405,research,Rust-Analyzer Control Flow Analysis,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/03-DATA-FLOW.md,697,research,Rust-Analyzer Data Flow Analysis,MEDIUM
